HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
GLI3,0.05,0.40496,Chang_ACC2,MDD,Human
GLS2,-0.02,0.77027,Chang_ACC2,MDD,Human
GLUD1,0.01,0.93865,Chang_ACC2,MDD,Human
GLUL,0.01,0.80463,Chang_ACC2,MDD,Human
GNA11,-0.01,0.54062,Chang_ACC2,MDD,Human
GNAI1,-0.05,0.35408,Chang_ACC2,MDD,Human
GNAO1,0.03,0.57352,Chang_ACC2,MDD,Human
GNAQ,-0.13,0.31183,Chang_ACC2,MDD,Human
GNAS,0.01,0.60156,Chang_ACC2,MDD,Human
GNB3,0.01,0.78859,Chang_ACC2,MDD,Human
GNB5,0.03,0.40068,Chang_ACC2,MDD,Human
GNRHR,-0.03,0.35405,Chang_ACC2,MDD,Human
GOT2,0.04,0.48336,Chang_ACC2,MDD,Human
GPC1,0.02,0.78173,Chang_ACC2,MDD,Human
GPC4,0.01,0.85313,Chang_ACC2,MDD,Human
GPHN,0.02,0.43713,Chang_ACC2,MDD,Human
GPI,-0.02,0.76334,Chang_ACC2,MDD,Human
GPT,-0.02,0.69553,Chang_ACC2,MDD,Human
GPX4,-0.03,0.58394,Chang_ACC2,MDD,Human
GPX6,-0.01,0.77660,Chang_ACC2,MDD,Human
GRAP2,0.03,0.45444,Chang_ACC2,MDD,Human
GRB10,0.00,0.57366,Chang_ACC2,MDD,Human
GRB2,0.03,0.64498,Chang_ACC2,MDD,Human
GRIA1,0.11,0.05978,Chang_ACC2,MDD,Human
GRIA2,0.04,0.53512,Chang_ACC2,MDD,Human
GRIA3,0.01,0.51196,Chang_ACC2,MDD,Human
GRIN1,0.08,0.23658,Chang_ACC2,MDD,Human
GRIN2A,0.06,0.37317,Chang_ACC2,MDD,Human
GRIN2B,0.00,0.76669,Chang_ACC2,MDD,Human
GRIN3A,0.04,0.56284,Chang_ACC2,MDD,Human
GRM2,0.03,0.71250,Chang_ACC2,MDD,Human
GRM3,-0.04,0.53071,Chang_ACC2,MDD,Human
GRM4,-0.01,0.74160,Chang_ACC2,MDD,Human
GRM5,0.01,0.76526,Chang_ACC2,MDD,Human
GRM7,0.00,0.54315,Chang_ACC2,MDD,Human
GRPR,0.02,0.49083,Chang_ACC2,MDD,Human
GSK3B,0.05,0.56943,Chang_ACC2,MDD,Human
GSN,-0.07,0.27796,Chang_ACC2,MDD,Human
GSR,-0.03,0.56149,Chang_ACC2,MDD,Human
GSS,0.02,0.71765,Chang_ACC2,MDD,Human
GSTK1,-0.05,0.33511,Chang_ACC2,MDD,Human
GSTO2,0.13,0.10918,Chang_ACC2,MDD,Human
GSTP1,-0.01,0.85119,Chang_ACC2,MDD,Human
GSTZ1,-0.02,0.59074,Chang_ACC2,MDD,Human
GUCY1A2,-0.03,0.45356,Chang_ACC2,MDD,Human
GYG1,-0.04,0.44098,Chang_ACC2,MDD,Human
GYS1,0.06,0.26076,Chang_ACC2,MDD,Human
HAAO,0.01,0.76008,Chang_ACC2,MDD,Human
HADH,-0.01,0.85637,Chang_ACC2,MDD,Human
HADHA,-0.02,0.72600,Chang_ACC2,MDD,Human
HAND1,0.00,0.96328,Chang_ACC2,MDD,Human
HAP1,-0.01,0.90484,Chang_ACC2,MDD,Human
HBEGF,-0.04,0.42908,Chang_ACC2,MDD,Human
HCK,0.04,0.41798,Chang_ACC2,MDD,Human
HCRTR1,-0.05,0.25825,Chang_ACC2,MDD,Human
HDAC1,-0.02,0.75382,Chang_ACC2,MDD,Human
HDAC5,0.05,0.39106,Chang_ACC2,MDD,Human
HDAC6,-0.10,0.06256,Chang_ACC2,MDD,Human
HES1,0.05,0.43133,Chang_ACC2,MDD,Human
HEY1,0.04,0.56305,Chang_ACC2,MDD,Human
HGF,-0.01,0.84789,Chang_ACC2,MDD,Human
HHEX,-0.06,0.10632,Chang_ACC2,MDD,Human
HIBADH,-0.02,0.70391,Chang_ACC2,MDD,Human
HIBCH,-0.01,0.90932,Chang_ACC2,MDD,Human
HIF1A,-0.03,0.66516,Chang_ACC2,MDD,Human
HK1,0.03,0.50908,Chang_ACC2,MDD,Human
HLA-DMA,-0.05,0.62870,Chang_ACC2,MDD,Human
HMGB1,0.02,0.41112,Chang_ACC2,MDD,Human
HMGCL,0.00,0.92821,Chang_ACC2,MDD,Human
HMGCR,-0.12,0.10376,Chang_ACC2,MDD,Human
HMGCS1,-0.15,0.02243,Chang_ACC2,MDD,Human
HMOX1,0.02,0.70276,Chang_ACC2,MDD,Human
HNF1A,-0.01,0.85620,Chang_ACC2,MDD,Human
HNF1B,0.05,0.17287,Chang_ACC2,MDD,Human
HNF4A,-0.02,0.44094,Chang_ACC2,MDD,Human
HNRNPK,-0.05,0.42151,Chang_ACC2,MDD,Human
HPRT1,0.00,0.93302,Chang_ACC2,MDD,Human
HRAS,-0.07,0.18431,Chang_ACC2,MDD,Human
HSD17B10,-0.01,0.75587,Chang_ACC2,MDD,Human
HSD17B12,0.01,0.76011,Chang_ACC2,MDD,Human
HSD3B1,0.02,0.69478,Chang_ACC2,MDD,Human
HSP90AA1,0.00,0.55689,Chang_ACC2,MDD,Human
HSP90B1,0.02,0.68674,Chang_ACC2,MDD,Human
HSPA1A,0.00,0.99343,Chang_ACC2,MDD,Human
HSPB1,0.03,0.78130,Chang_ACC2,MDD,Human
HSPD1,0.00,0.27562,Chang_ACC2,MDD,Human
HTR1A,-0.01,0.70038,Chang_ACC2,MDD,Human
HTR2A,0.00,0.93677,Chang_ACC2,MDD,Human
HTR7,0.00,0.83977,Chang_ACC2,MDD,Human
HTRA2,0.00,0.93906,Chang_ACC2,MDD,Human
ICAM1,0.01,0.72854,Chang_ACC2,MDD,Human
ICOS,-0.01,0.86704,Chang_ACC2,MDD,Human
ID1,0.05,0.46009,Chang_ACC2,MDD,Human
ID2,-0.02,0.76507,Chang_ACC2,MDD,Human
IDE,-0.02,0.55710,Chang_ACC2,MDD,Human
IDH1,0.01,0.67635,Chang_ACC2,MDD,Human
IDH3A,0.02,0.82217,Chang_ACC2,MDD,Human
IDI1,-0.10,0.25511,Chang_ACC2,MDD,Human
IDO2,-0.07,0.03597,Chang_ACC2,MDD,Human
IFNA1,-0.01,0.72418,Chang_ACC2,MDD,Human
IFNAR1,0.00,0.94472,Chang_ACC2,MDD,Human
IFNAR2,0.01,0.34411,Chang_ACC2,MDD,Human
IFNB1,0.01,0.66945,Chang_ACC2,MDD,Human
IFNG,0.02,0.62223,Chang_ACC2,MDD,Human
IFT57,0.04,0.47177,Chang_ACC2,MDD,Human
IGF1,-0.04,0.26736,Chang_ACC2,MDD,Human
IGF1R,0.05,0.18929,Chang_ACC2,MDD,Human
IGF2,0.00,0.66120,Chang_ACC2,MDD,Human
IGF2BP1,-0.05,0.29170,Chang_ACC2,MDD,Human
IGFBP3,0.00,0.97755,Chang_ACC2,MDD,Human
IHH,0.03,0.44925,Chang_ACC2,MDD,Human
IKBKB,-0.01,0.33670,Chang_ACC2,MDD,Human
IKBKE,-0.01,0.80623,Chang_ACC2,MDD,Human
IKBKG,-0.05,0.31123,Chang_ACC2,MDD,Human
IL10,0.01,0.86864,Chang_ACC2,MDD,Human
IL10RA,0.01,0.70983,Chang_ACC2,MDD,Human
IL12A,0.03,0.53181,Chang_ACC2,MDD,Human
IL13,0.01,0.87609,Chang_ACC2,MDD,Human
IL17A,-0.03,0.32170,Chang_ACC2,MDD,Human
IL17RB,0.07,0.54037,Chang_ACC2,MDD,Human
IL18,0.03,0.76484,Chang_ACC2,MDD,Human
IL1A,0.03,0.44444,Chang_ACC2,MDD,Human
IL1B,0.06,0.41136,Chang_ACC2,MDD,Human
IL1R1,-0.04,0.41381,Chang_ACC2,MDD,Human
IL2,-0.03,0.44968,Chang_ACC2,MDD,Human
IL2RA,0.00,0.90312,Chang_ACC2,MDD,Human
IL2RB,-0.03,0.56602,Chang_ACC2,MDD,Human
IL3,-0.06,0.07350,Chang_ACC2,MDD,Human
IL4,-0.02,0.60108,Chang_ACC2,MDD,Human
IL4I1,0.01,0.58824,Chang_ACC2,MDD,Human
IL5,-0.01,0.74095,Chang_ACC2,MDD,Human
IL6,0.07,0.29586,Chang_ACC2,MDD,Human
IL6R,0.02,0.66352,Chang_ACC2,MDD,Human
IL6ST,-0.01,0.79897,Chang_ACC2,MDD,Human
IL7R,0.03,0.42192,Chang_ACC2,MDD,Human
ILK,0.00,0.89603,Chang_ACC2,MDD,Human
IMPA1,-0.03,0.75993,Chang_ACC2,MDD,Human
IMPDH1,0.01,0.58992,Chang_ACC2,MDD,Human
INHBA,0.04,0.35000,Chang_ACC2,MDD,Human
INMT,0.04,0.38175,Chang_ACC2,MDD,Human
INPP4A,0.03,0.52828,Chang_ACC2,MDD,Human
INPP5D,0.00,0.89974,Chang_ACC2,MDD,Human
INPPL1,0.02,0.84415,Chang_ACC2,MDD,Human
INS,0.02,0.62927,Chang_ACC2,MDD,Human
INSR,0.01,0.77499,Chang_ACC2,MDD,Human
IRAK1,0.00,0.99897,Chang_ACC2,MDD,Human
IRF1,0.06,0.41282,Chang_ACC2,MDD,Human
IRF7,-0.01,0.48028,Chang_ACC2,MDD,Human
IRF9,-0.07,0.38614,Chang_ACC2,MDD,Human
IRS1,0.02,0.59770,Chang_ACC2,MDD,Human
IRS2,0.10,0.27883,Chang_ACC2,MDD,Human
ISG15,-0.11,0.28573,Chang_ACC2,MDD,Human
ISL1,0.00,0.94758,Chang_ACC2,MDD,Human
ITCH,-0.03,0.49598,Chang_ACC2,MDD,Human
ITGA11,0.03,0.49417,Chang_ACC2,MDD,Human
ITGA2B,-0.03,0.49116,Chang_ACC2,MDD,Human
ITGA4,-0.03,0.32074,Chang_ACC2,MDD,Human
ITGA5,0.02,0.75485,Chang_ACC2,MDD,Human
ITGA6,0.00,0.37033,Chang_ACC2,MDD,Human
ITGAL,0.02,0.59183,Chang_ACC2,MDD,Human
ITGAM,0.03,0.58166,Chang_ACC2,MDD,Human
ITGAV,-0.04,0.77819,Chang_ACC2,MDD,Human
ITGB1,-0.02,0.69506,Chang_ACC2,MDD,Human
ITGB2,0.06,0.70843,Chang_ACC2,MDD,Human
ITGB3,0.05,0.22686,Chang_ACC2,MDD,Human
ITGB7,-0.05,0.24531,Chang_ACC2,MDD,Human
ITK,0.01,0.72762,Chang_ACC2,MDD,Human
ITPA,-0.04,0.58066,Chang_ACC2,MDD,Human
ITPR1,0.05,0.66597,Chang_ACC2,MDD,Human
ITPR3,0.08,0.20811,Chang_ACC2,MDD,Human
IYD,-0.02,0.48446,Chang_ACC2,MDD,Human
JAG1,-0.04,0.42604,Chang_ACC2,MDD,Human
JAK1,-0.06,0.57567,Chang_ACC2,MDD,Human
JAK2,0.07,0.11303,Chang_ACC2,MDD,Human
JAK3,0.00,0.92290,Chang_ACC2,MDD,Human
JUN,0.05,0.64406,Chang_ACC2,MDD,Human
JUNB,-0.02,0.82878,Chang_ACC2,MDD,Human
JUP,-0.03,0.55515,Chang_ACC2,MDD,Human
KAT5,-0.03,0.37167,Chang_ACC2,MDD,Human
KCNC3,-0.01,0.67463,Chang_ACC2,MDD,Human
KCNJ10,-0.08,0.33789,Chang_ACC2,MDD,Human
KCNJ6,0.06,0.30937,Chang_ACC2,MDD,Human
KCNN2,0.01,0.47964,Chang_ACC2,MDD,Human
KDM1A,-0.03,0.53554,Chang_ACC2,MDD,Human
KDR,0.03,0.37458,Chang_ACC2,MDD,Human
KEAP1,0.00,0.65451,Chang_ACC2,MDD,Human
KIDINS220,0.08,0.23191,Chang_ACC2,MDD,Human
KIF3A,0.01,0.81547,Chang_ACC2,MDD,Human
KIF5A,0.02,0.67636,Chang_ACC2,MDD,Human
KIT,0.05,0.47849,Chang_ACC2,MDD,Human
KITLG,0.01,0.78794,Chang_ACC2,MDD,Human
KLB,0.01,0.82426,Chang_ACC2,MDD,Human
KLC3,0.00,0.78996,Chang_ACC2,MDD,Human
KLF4,-0.04,0.53763,Chang_ACC2,MDD,Human
KLK3,0.00,0.98229,Chang_ACC2,MDD,Human
KMO,0.01,0.80959,Chang_ACC2,MDD,Human
KMT2A,0.10,0.07969,Chang_ACC2,MDD,Human
KNG1,0.00,0.93758,Chang_ACC2,MDD,Human
KRAS,-0.01,0.36856,Chang_ACC2,MDD,Human
KYNU,0.00,0.54486,Chang_ACC2,MDD,Human
L2HGDH,0.01,0.80363,Chang_ACC2,MDD,Human
LAMC1,0.09,0.30678,Chang_ACC2,MDD,Human
LAMC3,0.04,0.22446,Chang_ACC2,MDD,Human
LAT,-0.04,0.26910,Chang_ACC2,MDD,Human
LATS2,-0.01,0.73398,Chang_ACC2,MDD,Human
LCK,0.01,0.62856,Chang_ACC2,MDD,Human
LCN2,-0.01,0.85732,Chang_ACC2,MDD,Human
LCP2,0.01,0.86466,Chang_ACC2,MDD,Human
LDHD,0.04,0.32121,Chang_ACC2,MDD,Human
LDLR,-0.13,0.14823,Chang_ACC2,MDD,Human
LEF1,-0.02,0.59264,Chang_ACC2,MDD,Human
LEFTY1,-0.01,0.74450,Chang_ACC2,MDD,Human
LEP,0.00,0.92734,Chang_ACC2,MDD,Human
LEPR,-0.02,0.54765,Chang_ACC2,MDD,Human
LIF,0.06,0.09072,Chang_ACC2,MDD,Human
LIMK1,0.04,0.36181,Chang_ACC2,MDD,Human
LIPE,-0.03,0.55516,Chang_ACC2,MDD,Human
LPAR1,-0.16,0.21171,Chang_ACC2,MDD,Human
LPAR6,-0.08,0.26446,Chang_ACC2,MDD,Human
LPCAT3,0.00,0.98984,Chang_ACC2,MDD,Human
LPIN1,-0.01,0.90217,Chang_ACC2,MDD,Human
LPL,0.01,0.87231,Chang_ACC2,MDD,Human
LRP1,0.05,0.32396,Chang_ACC2,MDD,Human
LRP6,0.00,0.90020,Chang_ACC2,MDD,Human
LRRK2,0.02,0.50752,Chang_ACC2,MDD,Human
LSM4,0.00,0.95756,Chang_ACC2,MDD,Human
LTA4H,-0.05,0.27320,Chang_ACC2,MDD,Human
LTB4R,0.02,0.69506,Chang_ACC2,MDD,Human
LTC4S,0.04,0.53114,Chang_ACC2,MDD,Human
LYN,0.04,0.65026,Chang_ACC2,MDD,Human
MAD1L1,0.00,0.44641,Chang_ACC2,MDD,Human
MAD2L2,-0.02,0.76137,Chang_ACC2,MDD,Human
MAF,0.01,0.85840,Chang_ACC2,MDD,Human
MAFA,-0.04,0.44858,Chang_ACC2,MDD,Human
MAGED1,-0.02,0.65100,Chang_ACC2,MDD,Human
MALT1,0.02,0.61542,Chang_ACC2,MDD,Human
MAML3,0.04,0.35102,Chang_ACC2,MDD,Human
MAOA,-0.01,0.91083,Chang_ACC2,MDD,Human
MAP1LC3C,0.01,0.89151,Chang_ACC2,MDD,Human
MAP2K1,-0.04,0.78963,Chang_ACC2,MDD,Human
MAP2K3,0.01,0.32666,Chang_ACC2,MDD,Human
MAP2K4,0.00,0.36046,Chang_ACC2,MDD,Human
MAP2K5,0.04,0.52860,Chang_ACC2,MDD,Human
MAP2K6,0.01,0.87252,Chang_ACC2,MDD,Human
MAP2K7,0.01,0.76720,Chang_ACC2,MDD,Human
MAP3K1,-0.04,0.64525,Chang_ACC2,MDD,Human
MAP3K10,-0.03,0.66470,Chang_ACC2,MDD,Human
MAP3K11,-0.02,0.75782,Chang_ACC2,MDD,Human
MAP3K14,-0.01,0.80979,Chang_ACC2,MDD,Human
MAP3K2,0.00,0.93745,Chang_ACC2,MDD,Human
MAP3K3,0.02,0.26476,Chang_ACC2,MDD,Human
MAP3K5,0.12,0.07513,Chang_ACC2,MDD,Human
MAP3K7,0.02,0.83896,Chang_ACC2,MDD,Human
MAP3K8,-0.05,0.25539,Chang_ACC2,MDD,Human
MAPK1,0.00,0.69289,Chang_ACC2,MDD,Human
MAPK14,0.00,0.63775,Chang_ACC2,MDD,Human
MAPK7,0.04,0.35759,Chang_ACC2,MDD,Human
MAPK8,0.02,0.66375,Chang_ACC2,MDD,Human
MAPKAP1,0.05,0.16710,Chang_ACC2,MDD,Human
MAPKAPK2,-0.03,0.43688,Chang_ACC2,MDD,Human
MAPT,0.00,0.53230,Chang_ACC2,MDD,Human
MARCKS,-0.07,0.45172,Chang_ACC2,MDD,Human
MAX,-0.02,0.48383,Chang_ACC2,MDD,Human
MCAT,-0.03,0.58109,Chang_ACC2,MDD,Human
MCCC1,-0.01,0.71680,Chang_ACC2,MDD,Human
MCL1,-0.01,0.71232,Chang_ACC2,MDD,Human
MCM2,0.03,0.43327,Chang_ACC2,MDD,Human
MCM3,-0.04,0.42179,Chang_ACC2,MDD,Human
MCM4,0.02,0.72626,Chang_ACC2,MDD,Human
MCM5,-0.02,0.72592,Chang_ACC2,MDD,Human
MCM6,0.06,0.24208,Chang_ACC2,MDD,Human
MCM7,-0.04,0.33965,Chang_ACC2,MDD,Human
MCOLN1,-0.04,0.57397,Chang_ACC2,MDD,Human
MDH1,0.00,0.96716,Chang_ACC2,MDD,Human
MDM2,-0.02,0.36919,Chang_ACC2,MDD,Human
ME2,-0.01,0.63299,Chang_ACC2,MDD,Human
MECR,0.01,0.76672,Chang_ACC2,MDD,Human
MED1,0.00,0.93198,Chang_ACC2,MDD,Human
MEF2A,0.01,0.74797,Chang_ACC2,MDD,Human
MEF2C,0.03,0.79879,Chang_ACC2,MDD,Human
MET,-0.03,0.48066,Chang_ACC2,MDD,Human
MGLL,-0.02,0.75956,Chang_ACC2,MDD,Human
MICA,-0.04,0.45150,Chang_ACC2,MDD,Human
MIF,0.03,0.39806,Chang_ACC2,MDD,Human
MITF,0.01,0.60062,Chang_ACC2,MDD,Human
MLH1,-0.08,0.04221,Chang_ACC2,MDD,Human
MLKL,0.04,0.52363,Chang_ACC2,MDD,Human
MLST8,0.02,0.75978,Chang_ACC2,MDD,Human
MME,0.02,0.49725,Chang_ACC2,MDD,Human
MMP1,-0.02,0.68187,Chang_ACC2,MDD,Human
MMP13,0.01,0.69729,Chang_ACC2,MDD,Human
MMP2,-0.01,0.71049,Chang_ACC2,MDD,Human
MMP3,-0.02,0.59699,Chang_ACC2,MDD,Human
MMP7,0.02,0.55153,Chang_ACC2,MDD,Human
MMP9,0.08,0.30968,Chang_ACC2,MDD,Human
MPO,0.01,0.72108,Chang_ACC2,MDD,Human
MPST,0.05,0.28636,Chang_ACC2,MDD,Human
MSH2,0.02,0.59624,Chang_ACC2,MDD,Human
MSH3,0.00,0.66974,Chang_ACC2,MDD,Human
MSH6,0.00,0.98137,Chang_ACC2,MDD,Human
MSN,0.09,0.35106,Chang_ACC2,MDD,Human
MSX1,-0.02,0.79600,Chang_ACC2,MDD,Human
MTNR1A,0.01,0.73507,Chang_ACC2,MDD,Human
MTNR1B,0.00,0.97422,Chang_ACC2,MDD,Human
MTOR,0.08,0.09434,Chang_ACC2,MDD,Human
MTR,-0.05,0.37956,Chang_ACC2,MDD,Human
MTTP,-0.02,0.58917,Chang_ACC2,MDD,Human
MVD,-0.06,0.25866,Chang_ACC2,MDD,Human
MVK,-0.02,0.64262,Chang_ACC2,MDD,Human
MYB,0.03,0.42493,Chang_ACC2,MDD,Human
MYC,0.02,0.63510,Chang_ACC2,MDD,Human
MYD88,0.00,0.96076,Chang_ACC2,MDD,Human
MYH6,0.02,0.64337,Chang_ACC2,MDD,Human
MYL12B,-0.03,0.52959,Chang_ACC2,MDD,Human
MYL9,0.05,0.35619,Chang_ACC2,MDD,Human
MYO6,-0.04,0.52197,Chang_ACC2,MDD,Human
MYOD1,-0.04,0.34435,Chang_ACC2,MDD,Human
NAE1,-0.05,0.32869,Chang_ACC2,MDD,Human
NAGLU,-0.03,0.62505,Chang_ACC2,MDD,Human
NAGS,0.03,0.53998,Chang_ACC2,MDD,Human
NAT8,-0.01,0.78104,Chang_ACC2,MDD,Human
NCAM1,-0.04,0.34355,Chang_ACC2,MDD,Human
NCBP1,-0.01,0.84602,Chang_ACC2,MDD,Human
NCF1,-0.04,0.22427,Chang_ACC2,MDD,Human
NCF2,0.03,0.55198,Chang_ACC2,MDD,Human
NCK1,0.00,0.85086,Chang_ACC2,MDD,Human
NCK2,-0.02,0.23903,Chang_ACC2,MDD,Human
NCKAP1,-0.05,0.74333,Chang_ACC2,MDD,Human
NCL,-0.06,0.26792,Chang_ACC2,MDD,Human
NCOA2,0.00,0.91445,Chang_ACC2,MDD,Human
NCOA3,-0.02,0.74021,Chang_ACC2,MDD,Human
NCOA4,-0.02,0.74362,Chang_ACC2,MDD,Human
NCOR1,0.01,0.87389,Chang_ACC2,MDD,Human
NCSTN,0.01,0.94624,Chang_ACC2,MDD,Human
NDUFA1,-0.01,0.87721,Chang_ACC2,MDD,Human
NDUFA10,0.01,0.90133,Chang_ACC2,MDD,Human
NDUFA11,-0.01,0.88095,Chang_ACC2,MDD,Human
NDUFA12,0.00,0.99234,Chang_ACC2,MDD,Human
NDUFA13,-0.01,0.79384,Chang_ACC2,MDD,Human
NDUFA3,0.01,0.79829,Chang_ACC2,MDD,Human
NDUFA4,-0.06,0.57737,Chang_ACC2,MDD,Human
NDUFA5,0.04,0.20976,Chang_ACC2,MDD,Human
NDUFA7,-0.01,0.80915,Chang_ACC2,MDD,Human
NDUFA8,0.01,0.82980,Chang_ACC2,MDD,Human
NDUFA9,-0.01,0.84263,Chang_ACC2,MDD,Human
NDUFAB1,0.01,0.88483,Chang_ACC2,MDD,Human
NDUFB1,-0.03,0.76654,Chang_ACC2,MDD,Human
NDUFB10,0.01,0.91672,Chang_ACC2,MDD,Human
NDUFB11,-0.04,0.59300,Chang_ACC2,MDD,Human
NDUFB2,-0.05,0.46041,Chang_ACC2,MDD,Human
NDUFB3,-0.02,0.67977,Chang_ACC2,MDD,Human
NDUFB4,0.02,0.58284,Chang_ACC2,MDD,Human
NDUFB5,0.02,0.78005,Chang_ACC2,MDD,Human
NDUFB6,-0.01,0.90946,Chang_ACC2,MDD,Human
NDUFB7,-0.03,0.63459,Chang_ACC2,MDD,Human
NDUFB8,0.02,0.57720,Chang_ACC2,MDD,Human
NDUFC1,0.05,0.31136,Chang_ACC2,MDD,Human
NDUFS1,0.05,0.50651,Chang_ACC2,MDD,Human
NDUFS2,0.07,0.30173,Chang_ACC2,MDD,Human
NDUFS3,-0.02,0.71672,Chang_ACC2,MDD,Human
NDUFS4,-0.04,0.66729,Chang_ACC2,MDD,Human
NDUFS5,-0.02,0.58133,Chang_ACC2,MDD,Human
NDUFS6,-0.10,0.00559,Chang_ACC2,MDD,Human
NDUFS7,-0.06,0.21977,Chang_ACC2,MDD,Human
NDUFS8,-0.02,0.81484,Chang_ACC2,MDD,Human
NDUFV1,-0.11,0.15427,Chang_ACC2,MDD,Human
NDUFV2,0.04,0.56944,Chang_ACC2,MDD,Human
NDUFV3,0.00,0.82218,Chang_ACC2,MDD,Human
NEFH,0.01,0.89106,Chang_ACC2,MDD,Human
NEFL,-0.08,0.24019,Chang_ACC2,MDD,Human
NEFM,0.09,0.51378,Chang_ACC2,MDD,Human
NEO1,-0.03,0.62958,Chang_ACC2,MDD,Human
NEUROD1,0.03,0.56028,Chang_ACC2,MDD,Human
NEUROG1,-0.03,0.41769,Chang_ACC2,MDD,Human
NF1,-0.01,0.71246,Chang_ACC2,MDD,Human
NFATC1,0.00,0.78337,Chang_ACC2,MDD,Human
NFATC2,-0.03,0.46361,Chang_ACC2,MDD,Human
NFE2L2,0.00,0.97568,Chang_ACC2,MDD,Human
NFKB1,0.03,0.62738,Chang_ACC2,MDD,Human
NFKB2,0.01,0.58533,Chang_ACC2,MDD,Human
NFKBIA,0.04,0.72474,Chang_ACC2,MDD,Human
NFYA,-0.02,0.44628,Chang_ACC2,MDD,Human
NGF,0.08,0.05258,Chang_ACC2,MDD,Human
NGFR,0.02,0.65568,Chang_ACC2,MDD,Human
NKD1,0.01,0.83280,Chang_ACC2,MDD,Human
NKX2-2,-0.08,0.43813,Chang_ACC2,MDD,Human
NKX3-1,0.03,0.40915,Chang_ACC2,MDD,Human
NLK,-0.02,0.85438,Chang_ACC2,MDD,Human
NME6,0.00,0.94491,Chang_ACC2,MDD,Human
NODAL,0.02,0.51439,Chang_ACC2,MDD,Human
NOS1,0.00,0.97143,Chang_ACC2,MDD,Human
NOS1AP,0.00,0.97745,Chang_ACC2,MDD,Human
NOS2,0.00,0.67067,Chang_ACC2,MDD,Human
NOS3,0.07,0.25723,Chang_ACC2,MDD,Human
NOTCH1,-0.12,0.14904,Chang_ACC2,MDD,Human
NOX1,-0.01,0.56202,Chang_ACC2,MDD,Human
NPC2,0.04,0.64552,Chang_ACC2,MDD,Human
NPPA,0.07,0.48158,Chang_ACC2,MDD,Human
NPPB,-0.01,0.81600,Chang_ACC2,MDD,Human
NPR1,0.03,0.47087,Chang_ACC2,MDD,Human
NPY,-0.20,0.24022,Chang_ACC2,MDD,Human
NQO1,0.04,0.62297,Chang_ACC2,MDD,Human
NR0B2,0.01,0.82091,Chang_ACC2,MDD,Human
NR1H3,-0.07,0.24199,Chang_ACC2,MDD,Human
NR3C1,-0.03,0.48879,Chang_ACC2,MDD,Human
NR4A1,-0.06,0.12184,Chang_ACC2,MDD,Human
NR4A3,-0.02,0.26717,Chang_ACC2,MDD,Human
NRF1,-0.03,0.31107,Chang_ACC2,MDD,Human
NRG1,0.01,0.76641,Chang_ACC2,MDD,Human
NRG2,-0.01,0.67478,Chang_ACC2,MDD,Human
NRG3,-0.04,0.46811,Chang_ACC2,MDD,Human
NRG4,-0.04,0.47570,Chang_ACC2,MDD,Human
NSF,-0.03,0.68108,Chang_ACC2,MDD,Human
NTF3,-0.01,0.69442,Chang_ACC2,MDD,Human
NTF4,0.00,0.91120,Chang_ACC2,MDD,Human
NTN1,-0.01,0.77785,Chang_ACC2,MDD,Human
NTNG1,0.01,0.65098,Chang_ACC2,MDD,Human
NTRK1,0.00,0.48128,Chang_ACC2,MDD,Human
NTRK2,0.08,0.50475,Chang_ACC2,MDD,Human
NTRK3,0.03,0.54558,Chang_ACC2,MDD,Human
OAT,-0.03,0.52699,Chang_ACC2,MDD,Human
ODC1,0.15,0.00250,Chang_ACC2,MDD,Human
OGDH,0.01,0.55673,Chang_ACC2,MDD,Human
OLR1,-0.16,0.20824,Chang_ACC2,MDD,Human
ONECUT1,-0.01,0.74727,Chang_ACC2,MDD,Human
OPLAH,-0.04,0.52279,Chang_ACC2,MDD,Human
ORC1,0.05,0.14146,Chang_ACC2,MDD,Human
ORC2,-0.05,0.38626,Chang_ACC2,MDD,Human
ORC3,-0.09,0.22586,Chang_ACC2,MDD,Human
ORC4,0.03,0.67154,Chang_ACC2,MDD,Human
ORC5,-0.01,0.44724,Chang_ACC2,MDD,Human
ORC6,-0.03,0.39037,Chang_ACC2,MDD,Human
OTC,-0.01,0.76155,Chang_ACC2,MDD,Human
OXCT1,-0.12,0.25628,Chang_ACC2,MDD,Human
OXSM,0.03,0.54436,Chang_ACC2,MDD,Human
OXT,0.02,0.66944,Chang_ACC2,MDD,Human
OXTR,0.06,0.57981,Chang_ACC2,MDD,Human
PAH,-0.02,0.49119,Chang_ACC2,MDD,Human
PAICS,0.02,0.65187,Chang_ACC2,MDD,Human
PAK1,0.04,0.69001,Chang_ACC2,MDD,Human
PAK4,-0.04,0.28099,Chang_ACC2,MDD,Human
PAPSS2,0.03,0.61904,Chang_ACC2,MDD,Human
PARD3,-0.03,0.40305,Chang_ACC2,MDD,Human
PARD6A,0.06,0.27722,Chang_ACC2,MDD,Human
PARK7,-0.02,0.70140,Chang_ACC2,MDD,Human
PARP1,0.01,0.90476,Chang_ACC2,MDD,Human
PARVB,0.03,0.67554,Chang_ACC2,MDD,Human
PAX3,0.01,0.41393,Chang_ACC2,MDD,Human
PAX4,0.00,0.92251,Chang_ACC2,MDD,Human
PAX6,0.00,0.23250,Chang_ACC2,MDD,Human
