Gene,WikiPathway,BioPlanet,KEGG,Datasets,Total
ATP6V0E1,1,1,0,WB,2
ATP6V1A,1,1,1,WBK,3
ATP6V1B1,1,1,1,WBK,3
ATP6V1C1,1,1,0,WB,2
ATP6V1D,1,1,1,WBK,3
ATP6V1F,1,1,1,WBK,3
ATP6V1G1,1,1,0,WB,2
ATP6V1H,1,1,1,WBK,3
CA2,1,1,1,WBK,3
CA4,1,1,1,WBK,3
FXYD2,1,1,0,WB,2
SLC12A4,1,1,0,WB,2
SLC13A3,1,1,0,WB,2
SLC1A1,1,1,1,WBK,3
SLC20A2,1,1,0,WB,2
SLC22A11,1,1,0,WB,2
SLC22A2,1,1,0,WB,2
SLC22A6,1,1,0,WB,2
SLC22A7,1,1,1,WBK,3
SLC22A8,1,1,0,WB,2
SLC26A6,1,1,0,WB,2
SLC34A1,1,1,0,WB,2
SLC34A3,1,1,0,WB,2
SLC36A2,1,1,0,WB,2
SLC3A1,1,1,0,WB,2
SLC3A2,1,1,1,WBK,3
SLC47A1,1,1,0,WB,2
SLC47A2,1,1,0,WB,2
SLC4A2,1,1,1,WBK,3
SLC4A4,1,1,1,WBK,3
SLC7A7,1,1,0,WB,2
SLC7A8,1,1,0,WB,2
SLC7A9,1,1,0,WB,2
CLTRN,1,0,0,W,1
ACAD11,1,0,0,W,1
ADGRB1,1,0,0,W,1
ADORA2B,1,1,0,WB,2
AURKA,1,1,0,WB,2
CCNG1,1,1,1,WBK,3
CDC25A,1,1,1,WBK,3
CDC25C,1,1,0,WB,2
CX3CL1,1,1,1,WBK,3
DDB2,1,1,1,WBK,3
DRAM1,1,0,0,W,1
E2F7,1,0,0,W,1
ERCC5,1,0,0,W,1
FANCC,1,0,0,W,1
FUCA1,1,1,1,WBK,3
IRF5,1,1,0,WB,2
IRF9,1,1,1,WBK,3
ISG15,1,1,1,WBK,3
MGMT,1,1,0,WB,2
MIR145,1,0,1,WK,2
MIR200C,1,1,1,WBK,3
MIR34A,1,1,1,WBK,3
MLH1,1,1,1,WBK,3
MSH2,1,1,1,WBK,3
PERP,1,1,0,WB,2
PIDD1,1,1,0,WB,2
PML,1,1,1,WBK,3
POLH,1,1,0,WB,2
RPRM,1,1,0,WB,2
RRM2B,1,1,1,WBK,3
SAT1,1,1,0,WB,2
SERPINB5,1,1,1,WBK,3
SESN1,1,1,0,WB,2
SESN2,1,1,1,WBK,3
SFN,1,1,1,WBK,3
SIVA1,1,1,0,WB,2
SMR3B,1,0,0,W,1
TNFRSF10B,1,1,1,WBK,3
TNFRSF10D,1,1,0,WB,2
TP53AIP1,1,1,0,WB,2
TP53I3,1,1,0,WB,2
TP53INP1,1,1,0,WB,2
TRAF4,1,1,1,WBK,3
ULBP1,1,1,0,WB,2
XPC,1,0,0,W,1
XRCC5,1,1,0,WB,2
ZMAT3,1,1,0,WB,2
BTRC,1,1,0,WB,2
CYBA,1,1,1,WBK,3
DIABLO,1,1,0,WB,2
KSR2,1,1,0,WB,2
MADD,1,1,0,WB,2
NFKBIB,1,1,0,WB,2
NOXO1,1,0,0,W,1
NSMAF,1,1,0,WB,2
OTUD7B,1,1,0,WB,2
PLK1,1,1,1,WBK,3
PTPRCAP,1,1,0,WB,2
RFFL,1,1,0,WB,2
RFK,1,1,0,WB,2
RIPK1,1,1,1,WBK,3
RIPK3,1,1,1,WBK,3
SKP1,1,1,1,WBK,3
SMPD2,1,1,0,WB,2
TAB1,1,1,1,WBK,3
TAB2,1,1,1,WBK,3
TAB3,1,1,1,WBK,3
TANK,1,1,1,WBK,3
TBK1,1,1,1,WBK,3
TNFRSF1B,1,1,1,WBK,3
TRADD,1,1,1,WBK,3
TRAP1,1,1,1,WBK,3
ABCD3,1,1,1,WBK,3
AGAP2,1,1,1,WBK,3
AGO2,1,1,0,WB,2
AKAP5,1,1,0,WB,2
ALDH3A2,1,1,0,WB,2
ALDH5A1,1,1,1,WBK,3
ARC,1,1,1,WBK,3
ARHGAP32,1,1,0,WB,2
CAMK2A,1,1,1,WBK,3
CAMK2B,1,1,0,WB,2
CAMK4,1,1,1,WBK,3
CLTB,1,1,0,WB,2
CNR1,1,1,1,WBK,3
CYFIP1,1,0,1,WK,2
CYFIP2,1,0,0,W,1
DAG1,1,1,0,WB,2
DICER1,1,0,1,WK,2
DLG4,1,1,1,WBK,3
DLGAP3,1,0,0,W,1
DUSP3,1,1,0,WB,2
EEF1A1,1,1,0,WB,2
EIF4A1,1,1,0,WB,2
EIF4EBP2,1,0,0,W,1
EPHA4,1,1,0,WB,2
EPS8L1,1,0,0,W,1
FMR1,1,0,0,W,1
GABRB2,1,1,0,WB,2
GABRD,1,1,0,WB,2
GABRG2,1,1,0,WB,2
GPHN,1,1,1,WBK,3
GRIA1,1,1,1,WBK,3
GRIA2,1,1,1,WBK,3
GRIP2,1,1,0,WB,2
GRM1,1,1,1,WBK,3
GRM5,1,1,1,WBK,3
HCN1,1,1,0,WB,2
HOMER1,1,0,0,W,1
HOXB8,1,0,0,W,1
KCNC1,1,1,0,WB,2
KCND2,1,1,0,WB,2
MAP1B,1,1,0,WB,2
NF1,1,1,1,WBK,3
PICK1,1,1,0,WB,2
PTPN5,1,0,0,W,1
RAP1GAP,1,1,1,WBK,3
SH3GL1,1,0,0,W,1
SH3GL3,1,0,0,W,1
SHANK1,1,0,0,W,1
SYNGAP1,1,0,0,W,1
TARBP2,1,0,0,W,1
TBC1D7,1,0,0,W,1
TECR,1,1,1,WBK,3
TELO2,1,0,1,WK,2
TTI1,1,0,1,WK,2
CASR,1,1,0,WB,2
GABBR1,1,1,1,WBK,3
GABBR2,1,1,0,WB,2
GPRC5A,1,1,0,WB,2
GPRC5B,1,1,0,WB,2
GPRC5C,1,1,0,WB,2
GPRC5D,1,1,0,WB,2
GRM2,1,1,1,WBK,3
GRM3,1,1,1,WBK,3
GRM4,1,1,1,WBK,3
GRM6,1,1,0,WB,2
GRM8,1,1,0,WB,2
ACTB,1,1,1,WBK,3
ACTG2,1,1,0,WB,2
ADCY1,1,1,1,WBK,3
DRD1,1,1,1,WBK,3
DRD2,1,1,1,WBK,3
DRD4,1,1,0,WB,2
GJB1,1,1,0,WB,2
GNAI1,1,1,1,WBK,3
GNAS,1,1,1,WBK,3
GRIA3,1,1,1,WBK,3
GRIA4,1,1,0,WB,2
PPP1CB,1,1,0,WB,2
PPP1CC,1,1,0,WB,2
PPP1R1A,1,1,1,WBK,3
PRKACG,1,1,0,WB,2
PRKCG,1,1,0,WB,2
GRIN3A,1,1,1,WBK,3
GRIN3B,1,1,0,WB,2
SHANK3,1,0,0,W,1
UBE3A,1,1,1,WBK,3
CAMK2D,1,1,0,WB,2
CAMK2G,1,1,0,WB,2
DLG1,1,1,1,WBK,3
DLG2,1,1,0,WB,2
DLGAP1,1,0,1,WK,2
NLGN2,1,0,0,W,1
NLGN3,1,0,0,W,1
NLGN4X,1,0,0,W,1
NRXN1,1,0,0,W,1
NRXN2,1,0,0,W,1
NRXN3,1,1,0,WB,2
RPH3A,1,0,0,W,1
TJP1,1,1,1,WBK,3
ATP2B1,1,1,1,WBK,3
ATP2B2,1,1,0,WB,2
ATP2B3,1,1,0,WB,2
ATP2B4,1,1,0,WB,2
CALB1,1,0,0,W,1
CYP27B1,1,1,0,WB,2
GPX4,1,1,1,WBK,3
KCNQ2,1,1,0,WB,2
KCNQ3,1,1,0,WB,2
KDM1B,1,0,0,W,1
KDM3A,1,0,0,W,1
KDM6B,1,0,0,W,1
PVALB,1,0,0,W,1
ADCY10,1,1,1,WBK,3
ADCY2,1,1,1,WBK,3
ADCY4,1,1,0,WB,2
ADCY5,1,1,1,WBK,3
ADCY6,1,1,1,WBK,3
ADCY7,1,1,0,WB,2
ADCY9,1,1,0,WB,2
ADORA2A,1,1,1,WBK,3
GUCY1A2,1,1,1,WBK,3
GUCY1A1,1,1,0,WB,2
GUCY1B2,1,1,0,WB,2
GUCY1B1,1,1,0,WB,2
PDE10A,1,1,1,WBK,3
PDE11A,1,1,1,WBK,3
PDE12,1,1,0,WB,2
PDE1A,1,1,1,WBK,3
PDE1B,1,1,0,WB,2
PDE1C,1,1,0,WB,2
PDE2A,1,1,0,WB,2
PDE3A,1,1,0,WB,2
PDE3B,1,1,1,WBK,3
PDE4A,1,1,0,WB,2
PDE4C,1,1,0,WB,2
PDE4D,1,1,0,WB,2
PDE5A,1,1,0,WB,2
PDE6A,1,1,0,WB,2
PDE6B,1,1,0,WB,2
PDE6C,1,1,0,WB,2
PDE6D,1,1,0,WB,2
PDE6G,1,1,0,WB,2
PDE6H,1,1,0,WB,2
PDE7B,1,1,1,WBK,3
PDE8A,1,1,1,WBK,3
PDE8B,1,1,0,WB,2
PDE9A,1,1,0,WB,2
PPP1R1B,1,1,1,WBK,3
CA8,1,1,0,WB,2
GNA11,1,1,1,WBK,3
GNA14,1,1,0,WB,2
GNA15,1,1,0,WB,2
HOMER3,1,0,1,WK,2
ACTN2,1,1,0,WB,2
AKAP9,1,1,0,WB,2
CNGA1,1,1,0,WB,2
CNGA2,1,1,0,WB,2
CNGA3,1,1,0,WB,2
CNGA4,1,1,0,WB,2
CNGB1,1,1,1,WBK,3
CNGB3,1,1,0,WB,2
NEFL,1,1,1,WBK,3
TSPO,1,1,1,WBK,3
XIAP,1,1,1,WBK,3
APOC2,1,1,0,WB,2
ARHGEF26,1,0,1,WK,2
DHX9,1,0,0,W,1
DLX5,1,1,1,WBK,3
DLX6,1,1,0,WB,2
EZH2,1,1,1,WBK,3
FOXG1,1,0,1,WK,2
FUS,1,0,1,WK,2
FUT8,1,1,1,WBK,3
GABRR2,1,1,0,WB,2
GAMT,1,1,1,WBK,3
GPRIN1,1,0,0,W,1
GRID1,1,1,0,WB,2
HNRNPF,1,0,0,W,1
HNRNPH1,1,1,0,WB,2
MAG,1,1,0,WB,2
MBP,1,1,0,WB,2
MPP1,1,0,0,W,1
MYT1,1,1,0,WB,2
NREP,1,0,0,W,1
OPRK1,1,1,0,WB,2
POU4F1,1,1,0,WB,2
PRPF38A,1,0,0,W,1
PSIP1,1,1,0,WB,2
RBFOX1,1,0,0,W,1
SIN3A,1,1,1,WBK,3
SMC3,1,1,1,WBK,3
TAF1,1,1,0,WB,2
TAP1,1,1,1,WBK,3
TARDBP,1,0,1,WK,2
TET1,1,0,0,W,1
TET2,1,0,0,W,1
TET3,1,0,0,W,1
ALPL,1,1,0,WB,2
CDH2,1,1,0,WB,2
CDKL5,1,0,0,W,1
CRTC1,1,0,0,W,1
DOCK3,1,1,0,WB,2
DOK5,1,1,0,WB,2
DPYSL2,1,1,1,WBK,3
EIF2S2,1,1,0,WB,2
FRS3,1,1,0,WB,2
GABRB3,1,1,0,WB,2
IGF2BP1,1,1,1,WBK,3
KCNA3,1,1,0,WB,2
KCNN2,1,1,1,WBK,3
KIDINS220,1,1,1,WBK,3
LINGO1,1,1,0,WB,2
MARCKS,1,1,1,WBK,3
NCAM1,1,1,1,WBK,3
NCK2,1,1,1,WBK,3
NTRK3,1,1,1,WBK,3
RANBP9,1,1,0,WB,2
RASGRF1,1,1,1,WBK,3
RHOG,1,1,1,WBK,3
SH2B1,1,1,0,WB,2
SHC4,1,1,1,WBK,3
SIRPA,1,1,0,WB,2
SORT1,1,1,1,WBK,3
TIAM1,1,1,1,WBK,3
VAV3,1,1,0,WB,2
ASMT,1,1,1,WBK,3
CHDH,1,1,1,WBK,3
CHKA,1,1,0,WB,2
CHPT1,1,1,0,WB,2
COMT,1,1,1,WBK,3
DNMT1,1,1,1,WBK,3
DNMT3A,1,1,1,WBK,3
DNMT3B,1,1,0,WB,2
EHMT1,1,1,0,WB,2
EHMT2,1,1,1,WBK,3
MARS1,1,0,0,W,1
MTHFR,1,1,0,WB,2
NDUFAF7,1,0,0,W,1
PCYT1A,1,1,0,WB,2
PEMT,1,1,0,WB,2
SGMS1,1,1,0,WB,2
AGRN,1,1,0,WB,2
ANK3,1,1,0,WB,2
APLP2,1,0,0,W,1
CADM1,1,1,0,WB,2
CADM3,1,0,0,W,1
CASK,1,1,0,WB,2
CAV2,1,1,0,WB,2
CHL1,1,1,0,WB,2
CLSTN1,1,0,0,W,1
CSN3,1,0,0,W,1
DAB1,1,1,1,WBK,3
EPB41L1,1,1,0,WB,2
EPB41L2,1,1,0,WB,2
EPB41L3,1,0,0,W,1
GRIK2,1,1,0,WB,2
KCNJ6,1,1,1,WBK,3
KCNMA1,1,1,0,WB,2
MAP4,1,0,0,W,1
NCDN,1,0,0,W,1
NEO1,1,1,1,WBK,3
NTNG1,1,1,1,WBK,3
SNW1,1,1,1,WBK,3
TERF2IP,1,1,0,WB,2
ABL2,1,1,0,WB,2
BRAP,1,0,1,WK,2
BUB1B-PAK6,1,0,0,W,1
ETS2,1,1,0,WB,2
EXOC2,1,1,1,WBK,3
GAB2,1,1,1,WBK,3
HTR7,1,1,1,WBK,3
JMJD7-PLA2G4B,1,1,0,WB,2
LAT,1,1,1,WBK,3
MRAS,1,0,1,WK,2
PAK3,1,1,0,WB,2
PAK4,1,1,1,WBK,3
PAK5,1,0,0,W,1
PAK6,1,1,0,WB,2
PLA1A,1,1,0,WB,2
PLA2G10,1,1,0,WB,2
PLA2G12A,1,1,0,WB,2
PLA2G12B,1,1,0,WB,2
PLAAT3,1,1,0,WB,2
PLA2G1B,1,1,0,WB,2
PLA2G2A,1,1,0,WB,2
PLA2G2C,1,1,0,WB,2
PLA2G2D,1,1,0,WB,2
PLA2G2E,1,1,0,WB,2
PLA2G2F,1,1,0,WB,2
PLA2G3,1,1,0,WB,2
PLA2G4B,1,1,1,WBK,3
PLA2G4C,1,1,0,WB,2
PLA2G4D,1,1,0,WB,2
PLA2G4E,1,1,0,WB,2
PLA2G4F,1,1,0,WB,2
PLA2G6,1,1,0,WB,2
PLCE1,1,1,1,WBK,3
PLCG2,1,1,1,WBK,3
PLD2,1,1,0,WB,2
RAB5B,1,1,0,WB,2
RAB5C,1,1,0,WB,2
RALA,1,1,1,WBK,3
RALB,1,1,0,WB,2
RALBP1,1,1,1,WBK,3
RALGDS,1,1,1,WBK,3
RASA1,1,1,1,WBK,3
RASA2,1,1,1,WBK,3
RASA4,1,0,0,W,1
RASA4B,1,0,0,W,1
RASAL1,1,0,0,W,1
RASAL2,1,1,0,WB,2
RASAL3,1,0,0,W,1
RASGRF2,1,1,0,WB,2
RASGRP1,1,1,1,WBK,3
RASGRP2,1,1,1,WBK,3
RASGRP3,1,1,1,WBK,3
RASGRP4,1,0,0,W,1
RASSF1,1,1,1,WBK,3
RASSF5,1,1,1,WBK,3
RGL1,1,1,1,WBK,3
RGL2,1,0,1,WK,2
RIN1,1,0,1,WK,2
RRAS,1,1,1,WBK,3
RRAS2,1,1,1,WBK,3
SHOC2,1,0,1,WK,2
STK4,1,1,1,WBK,3
TTBK1,1,0,0,W,1
ZAP70,1,1,1,WBK,3
CECR2,1,0,0,W,1
CHD4,1,0,1,WK,2
EIF2B2,1,1,0,WB,2
GABRA3,1,1,0,WB,2
GNAO1,1,1,1,WBK,3
GPS2,1,0,1,WK,2
HAP1,1,1,1,WBK,3
HDAC8,1,1,0,WB,2
HIVEP2,1,0,0,W,1
HTT,1,1,1,WBK,3
IMPDH2,1,1,0,WB,2
KCNJ10,1,1,1,WBK,3
KDM5B,1,0,0,W,1
RHOBTB2,1,0,0,W,1
SATB2,1,0,0,W,1
SCN1A,1,1,1,WBK,3
SCN2A,1,1,1,WBK,3
SCN8A,1,1,0,WB,2
SMARCA4,1,1,0,WB,2
SRRM3,1,0,0,W,1
SYNE2,1,1,0,WB,2
TAF1B,1,0,0,W,1
TBL1XR1,1,1,0,WB,2
TCF4,1,1,0,WB,2
TRRAP,1,1,1,WBK,3
XAB2,1,0,0,W,1
CDH1,1,1,1,WBK,3
E2F2,1,1,1,WBK,3
E2F3,1,1,1,WBK,3
ERBB4,1,1,1,WBK,3
GADD45G,1,1,1,WBK,3
LAMTOR3,1,0,0,W,1
MITF,1,1,1,WBK,3
PREX2,1,0,0,W,1
STK19,1,0,0,W,1
ACKR1,1,1,0,WB,2
ADGRD1,1,0,0,W,1
ADGRE2,1,0,0,W,1
ADGRE3,1,0,0,W,1
ADGRF5,1,0,0,W,1
ADGRG1,1,0,0,W,1
ADGRL2,1,0,0,W,1
ADGRL3,1,0,0,W,1
ADGRV1,1,0,0,W,1
ADORA3,1,1,0,WB,2
ADRA1D,1,1,1,WBK,3
ALG6,1,1,0,WB,2
C5AR2,1,1,0,WB,2
CCKBR,1,1,0,WB,2
CCR5,1,1,1,WBK,3
CELSR1,1,1,0,WB,2
CELSR3,1,1,0,WB,2
CHRM3,1,1,1,WBK,3
CXCR1,1,1,0,WB,2
CXCR2,1,1,1,WBK,3
CXCR3,1,1,0,WB,2
DRD3,1,1,1,WBK,3
EDNRA,1,1,1,WBK,3
FSHR,1,1,1,WBK,3
GHRHR,1,1,1,WBK,3
GNRHR,1,1,1,WBK,3
GPR132,1,1,0,WB,2
GPR135,1,1,0,WB,2
GPR143,1,1,0,WB,2
GPR162,1,1,0,WB,2
GPR17,1,1,0,WB,2
GPR176,1,1,0,WB,2
GPR18,1,1,0,WB,2
GPR183,1,1,0,WB,2
GPR55,1,1,0,WB,2
GPR61,1,1,0,WB,2
GPR62,1,1,0,WB,2
GPR84,1,1,0,WB,2
GPR88,1,1,0,WB,2
GRPR,1,1,1,WBK,3
HRH4,1,1,0,WB,2
HTR1F,1,1,0,WB,2
LGR6,1,1,0,WB,2
LTB4R2,1,1,0,WB,2
MCHR2,1,1,0,WB,2
NTSR1,1,1,0,WB,2
OR10A2,1,1,0,WB,2
OR10A5,1,1,0,WB,2
OR1E1,1,1,0,WB,2
OR1F1,1,1,0,WB,2
OR1G1,1,1,0,WB,2
OR1N1,1,1,0,WB,2
OR2A4,1,1,0,WB,2
OR2A5,1,1,0,WB,2
OR2A9P,1,0,0,W,1
OR2B6,1,1,0,WB,2
OR2F1,1,1,0,WB,2
OR2H1,1,1,0,WB,2
OR2M4,1,1,0,WB,2
OR3A1,1,1,0,WB,2
OR3A3,1,1,0,WB,2
OR3A4P,1,1,0,WB,2
OR5AC2,1,1,0,WB,2
OR5E1P,1,0,0,W,1
OR6C2,1,1,0,WB,2
OR6C3,1,1,0,WB,2
OR7A17,1,1,0,WB,2
OR7E24,1,1,0,WB,2
OR8G1,1,0,0,W,1
P2RY11,1,1,0,WB,2
P2RY13,1,1,0,WB,2
PROKR2,1,1,0,WB,2
PTGFR,1,1,1,WBK,3
RXFP1,1,1,0,WB,2
RXFP3,1,1,0,WB,2
SMO,1,1,1,WBK,3
TAAR2,1,1,0,WB,2
TAAR3P,1,0,0,W,1
TAAR5,1,1,0,WB,2
UTS2R,1,1,1,WBK,3
VN1R1,1,1,0,WB,2
CRH,1,1,1,WBK,3
CRHR1,1,1,1,WBK,3
HTR2C,1,1,0,WB,2
PLCD4,1,1,0,WB,2
PLEK,1,1,0,WB,2
ADRA1A,1,1,1,WBK,3
TRPV1,1,1,1,WBK,3
CHRFAM7A,1,0,0,W,1
DNM1P50,1,0,0,W,1
FAN1,1,0,0,W,1
FANCD2,1,0,0,W,1
GOLGA8H,1,0,0,W,1
GOLGA8Q,1,0,0,W,1
GOLGA8R,1,0,0,W,1
GOLGA8UP,1,0,0,W,1
GPR75,1,0,0,W,1
HERC2P10,1,0,0,W,1
KLF13,1,1,0,WB,2
LINC02352,1,0,0,W,1
MIR211,1,0,0,W,1
MTMR10,1,0,0,W,1
OTUD7A,1,0,0,W,1
RN7SL196P,1,0,0,W,1
RN7SL628P,1,0,0,W,1
RN7SL796P,1,0,0,W,1
RN7SL82P,1,0,0,W,1
RNU6-17P,1,0,0,W,1
RNU6-18P,1,0,0,W,1
RNU6-466P,1,0,0,W,1
SERPINH1,1,1,0,WB,2
TRPM1,1,0,0,W,1
UBE2CP4,1,0,0,W,1
ULK4P2,1,0,0,W,1
ADA,1,1,1,WBK,3
ADSL,1,1,1,WBK,3
ADSS2,1,1,0,WB,2
AMPD1,1,1,1,WBK,3
AOX1,1,1,1,WBK,3
APRT,1,1,1,WBK,3
ATIC,1,1,1,WBK,3
DGUOK,1,1,0,WB,2
HPRT1,1,1,1,WBK,3
IMPDH1,1,1,1,WBK,3
ITPA,1,1,1,WBK,3
MAT2A,1,1,0,WB,2
PFAS,1,1,1,WBK,3
PRPS1,1,1,0,WB,2
TPMT,1,1,0,WB,2
XDH,1,1,1,WBK,3
EEF2K,1,1,1,WBK,3
TRPC6,1,1,0,WB,2
ADORA1,1,1,1,WBK,3
AHCY,1,1,0,WB,2
BTBD9,1,0,0,W,1
CACNA1I,1,1,1,WBK,3
CST3,1,1,0,WB,2
GHRH,1,1,1,WBK,3
GHRL,1,1,1,WBK,3
HCRTR1,1,1,1,WBK,3
HCRTR2,1,1,0,WB,2
MRGPRX2,1,0,0,W,1
MTNR1B,1,1,1,WBK,3
NPAS2,1,1,0,WB,2
NPS,1,1,1,WBK,3
NPY2R,1,1,0,WB,2
OXT,1,1,1,WBK,3
OXTR,1,1,1,WBK,3
PER3,1,1,0,WB,2
PTGDR,1,1,1,WBK,3
PTGDS,1,1,0,WB,2
SLC29A1,1,1,1,WBK,3
STAR,1,1,1,WBK,3
UTS2,1,1,1,WBK,3
CASP1,1,1,1,WBK,3
CCS,1,1,1,WBK,3
DAXX,1,1,1,WBK,3
DERL1,1,1,1,WBK,3
NEFH,1,1,1,WBK,3
NEFM,1,1,1,WBK,3
PRPH,1,1,1,WBK,3
SLC1A2,1,1,1,WBK,3
SOD1,1,1,1,WBK,3
BRINP1,1,0,0,W,1
CEP19,1,0,0,W,1
CEP350,1,0,0,W,1
DLG1-AS1,1,0,0,W,1
DYNC2H1,1,1,0,WB,2
DYNC2LI1,1,1,0,WB,2
DYNLL1,1,1,0,WB,2
DYNLL2,1,1,1,WBK,3
DYNLRB1,1,0,0,W,1
DYNLRB2,1,0,0,W,1
DYNLT1,1,0,0,W,1
DYNLT3,1,0,0,W,1
FBXO45,1,1,0,WB,2
CEP43,1,1,0,WB,2
FNDC8,1,0,0,W,1
HAMP,1,1,0,WB,2
HFE,1,0,0,W,1
LINC00885,1,0,0,W,1
LINC01063,1,0,0,W,1
MAD2L1BP,1,0,0,W,1
MCRS1,1,0,0,W,1
MELTF,1,0,0,W,1
MELTF-AS1,1,0,0,W,1
MIR4797,1,0,0,W,1
MYCBP2,1,1,0,WB,2
NCBP1,1,1,1,WBK,3
NCBP2,1,1,0,WB,2
NCBP2-AS1,1,0,0,W,1
NCBP2AS2,1,0,0,W,1
NRROS,1,0,0,W,1
PIGM,1,1,0,WB,2
PIGX,1,1,0,WB,2
PIGZ,1,0,0,W,1
RABL2B,1,0,0,W,1
RN7SL434P,1,0,0,W,1
RN7SL738P,1,0,0,W,1
RNF168,1,0,0,W,1
RNF8,1,0,0,W,1
RNU2-11P,1,0,0,W,1
RNU4-89P,1,0,0,W,1
RNU6-1279P,1,0,0,W,1
RNU6-42P,1,0,0,W,1
RNU6-646P,1,0,0,W,1
RNU6-910P,1,0,0,W,1
RNU7-18P,1,0,0,W,1
RPS29P3,1,0,0,W,1
RPSAP69,1,0,0,W,1
SDHAP1,1,0,0,W,1
SENP5,1,0,0,W,1
SLC40A1,1,1,1,WBK,3
SLC51A,1,0,1,WK,2
SLC51B,1,0,1,WK,2
SMCO1,1,0,0,W,1
DYNLT2B,1,0,0,W,1
TFRC,1,1,1,WBK,3
TM4SF19,1,0,0,W,1
TM4SF19-AS1,1,0,0,W,1
TM4SF19-DYNLT2B,1,0,0,W,1
TNK2-AS1,1,0,0,W,1
UBE2N,1,1,0,WB,2
UBXN7,1,0,0,W,1
UBXN7-AS1,1,0,0,W,1
DYNC2I2,1,0,0,W,1
WDR53,1,0,0,W,1
DYNC2I1,1,0,0,W,1
ZDHHC19,1,0,0,W,1
ZNF76,1,0,0,W,1
ACTR2,1,1,0,WB,2
ACTR3,1,1,0,WB,2
DAAM1,1,1,0,WB,2
MYL1,1,1,0,WB,2
MYLK,1,1,0,WB,2
MYLKP1,1,0,0,W,1
PFN2,1,1,0,WB,2
PFN3,1,0,0,W,1
PFN4,1,0,0,W,1
ACAN,1,1,0,WB,2
AIF1,1,1,0,WB,2
APEX1,1,1,0,WB,2
BCAN,1,1,0,WB,2
C1QB,1,1,0,WB,2
C5,1,1,1,WBK,3
CCR2,1,1,0,WB,2
CD47,1,1,0,WB,2
CHST11,1,1,0,WB,2
CSPG4,1,1,0,WB,2
CXCL1,1,1,1,WBK,3
CXCL10,1,1,1,WBK,3
E2F5,1,1,0,WB,2
EFNB2,1,1,0,WB,2
FCGR2A,1,1,1,WBK,3
FECHP1,1,0,0,W,1
FKBP1A,1,1,0,WB,2
GAP43,1,1,0,WB,2
GDNF,1,1,0,WB,2
GFAP,1,1,0,WB,2
IL1R1,1,1,1,WBK,3
KLK8,1,0,0,W,1
LGALS3,1,1,0,WB,2
LILRB3,1,1,0,WB,2
LTB4R,1,1,1,WBK,3
MIR23B,1,1,0,WB,2
MMP12,1,1,0,WB,2
NCAN,1,1,0,WB,2
NTN1,1,1,1,WBK,3
OMG,1,1,0,WB,2
PDYN,1,1,1,WBK,3
PRB1,1,0,0,W,1
PTPRA,1,1,0,WB,2
RHOB,1,1,1,WBK,3
ROS1,1,0,0,W,1
RTN4R,1,0,0,W,1
SELP,1,1,1,WBK,3
SEMA6A,1,1,0,WB,2
SLIT1,1,1,1,WBK,3
SLIT2,1,1,1,WBK,3
SLIT3,1,1,1,WBK,3
SOX9,1,1,1,WBK,3
TNFSF13,1,0,0,W,1
TNFSF13B,1,0,0,W,1
VCAN,1,1,0,WB,2
VIM,1,1,1,WBK,3
XYLT1,1,1,0,WB,2
ZFP36,1,1,1,WBK,3
PGLS,1,1,1,WBK,3
RPE,1,1,1,WBK,3
ANPEP,1,1,1,WBK,3
GGT5,1,1,0,WB,2
OPLAH,1,1,1,WBK,3
PAPSS1,1,1,0,WB,2
PAPSS2,1,1,1,WBK,3
SLX1A-SULT1A3,1,0,0,W,1
SULT1A2,1,1,0,WB,2
SULT1A4,1,1,0,WB,2
SULT1B1,1,1,0,WB,2
SULT1C2,1,1,0,WB,2
SULT1C3,1,1,0,WB,2
SULT1C4,1,1,0,WB,2
SULT1E1,1,1,0,WB,2
SULT2B1,1,1,0,WB,2
SULT4A1,1,1,0,WB,2
SULT6B1,1,1,0,WB,2
MT1X,1,1,0,WB,2
NFIX,1,1,0,WB,2
NOX3,1,0,0,W,1
NOX5,1,0,0,W,1
TXN2,1,1,1,WBK,3
TXNRD2,1,1,1,WBK,3
NA,1,0,0,W,1
ABCA1,1,1,1,WBK,3
ALOX15B,1,1,1,WBK,3
ALOX5,1,1,1,WBK,3
APOB,1,1,1,WBK,3
CRP,1,1,0,WB,2
F2,1,1,1,WBK,3
F7,1,1,0,WB,2
FLAD1,1,1,0,WB,2
GPX6,1,1,1,WBK,3
HBA1,1,1,0,WB,2
HBB,1,1,0,WB,2
KMO,1,1,1,WBK,3
KYNU,1,1,1,WBK,3
MPO,1,1,1,WBK,3
MSRB1,1,0,0,W,1
MTR,1,1,1,WBK,3
PLAT,1,1,1,WBK,3
PLG,1,1,0,WB,2
PNPO,1,1,0,WB,2
PRDX3,1,1,0,WB,2
PRDX4,1,1,0,WB,2
PRDX5,1,1,1,WBK,3
PTGS1,1,1,1,WBK,3
SAA1,1,1,0,WB,2
SAA2,1,1,0,WB,2
SAA3P,1,0,0,W,1
SAA4,1,1,0,WB,2
SCARB1,1,1,1,WBK,3
SELENOF,1,0,0,W,1
SELENOH,1,0,0,W,1
SELENOI,1,0,0,W,1
SELENOK,1,0,0,W,1
SELENOM,1,0,0,W,1
SELENON,1,0,0,W,1
SELENOO,1,0,0,W,1
SELENOP,1,0,0,W,1
